Area;Item;Year;Value
Uzbekistan;On-farm energy use;2020;124.1687
Uzbekistan;Forestland;2000;-793.5631
Uzbekistan;Forestland;2020;-3365.4919
Uzbekistan;Net Forest conversion;2000;0
Uzbekistan;Net Forest conversion;2020;0
Uzbekistan;Savanna fires;2000;18.1057
Uzbekistan;Savanna fires;2020;14.4999
Uzbekistan;Fires in organic soils;2000;0
Uzbekistan;Fires in organic soils;2020;0
Uzbekistan;Forest fires;2000;61.6246
Uzbekistan;Forest fires;2020;0
Uzbekistan;Fires in humid tropical forests;2000;0
Uzbekistan;Fires in humid tropical forests;2020;0
Uzbekistan;Agrifood Systems Waste Disposal;2000;2148.0942
Uzbekistan;Agrifood Systems Waste Disposal;2020;3652.4154
Uzbekistan;Fertilizers Manufacturing;2000;4063.5434
Uzbekistan;Fertilizers Manufacturing;2020;1380.2963
Uzbekistan;On-farm Heat Use;2000;226
Uzbekistan;On-farm Heat Use;2020;171
Uzbekistan;On-farm Electricity Use;2000;8620.7943
Uzbekistan;On-farm Electricity Use;2020;7461.2665
Uzbekistan;Food Processing;2000;3.4141
Uzbekistan;Food Processing;2020;1245.6516
Uzbekistan;Food Packaging;2000;2.0077
Uzbekistan;Food Packaging;2020;692.0229
Uzbekistan;Food Retail;2000;1142.9882
Uzbekistan;Food Retail;2020;1526.772
Uzbekistan;Food Household Consumption;2000;11142.6412
Uzbekistan;Food Household Consumption;2020;8845.8474
Uzbekistan;Food Transport;2000;747.5588
Uzbekistan;Food Transport;2020;1716.3752
Uzbekistan;Energy;2000;152949.3
Uzbekistan;Energy;2020;139952.92
Uzbekistan;IPPU;2000;4620.2953
Uzbekistan;IPPU;2020;13382.724
Uzbekistan;Waste;2000;5707.6
Uzbekistan;Waste;2020;9691.3
Uzbekistan;Other;2000;267.65
Uzbekistan;Other;2020;167.48
Vanuatu;Crop Residues;2000;0.058
Vanuatu;Crop Residues;2020;0.0681
Vanuatu;Burning - Crop residues;2000;0.1327
Vanuatu;Burning - Crop residues;2020;0.1415
Vanuatu;Enteric Fermentation;2000;252.4704
Vanuatu;Enteric Fermentation;2020;184.4813
Vanuatu;Manure Management;2000;54.8361
Vanuatu;Manure Management;2020;58.7273
Vanuatu;Manure left on Pasture;2000;80.0219
Vanuatu;Manure left on Pasture;2020;58.3822
Vanuatu;Manure applied to Soils;2000;6.3673
Vanuatu;Manure applied to Soils;2020;6.8425
Vanuatu;Drained organic soils;2000;0
Vanuatu;Drained organic soils;2020;0
Vanuatu;Drained organic soils (CO2);2000;0
Vanuatu;Drained organic soils (CO2);2020;0
Vanuatu;Drained organic soils (N2O);2000;0
Vanuatu;Drained organic soils (N2O);2020;0
Vanuatu;On-farm energy use;2000;3.7597
Vanuatu;On-farm energy use;2020;14.8595
Vanuatu;Savanna fires;2000;0
Vanuatu;Savanna fires;2020;0
Vanuatu;Fires in organic soils;2000;0
Vanuatu;Fires in organic soils;2020;0
Vanuatu;Forest fires;2000;0
Vanuatu;Forest fires;2020;0
Vanuatu;Fires in humid tropical forests;2000;0
Vanuatu;Fires in humid tropical forests;2020;0
Vanuatu;Agrifood Systems Waste Disposal;2000;8.4029
Vanuatu;Agrifood Systems Waste Disposal;2020;13.1501
Vanuatu;Pesticides Manufacturing;2000;4
Vanuatu;Pesticides Manufacturing;2020;3
Vanuatu;On-farm Electricity Use;2000;0.773
Vanuatu;On-farm Electricity Use;2020;0.5639
Vanuatu;Food Retail;2000;5.3641
Vanuatu;Food Retail;2020;49.4742
Vanuatu;Food Household Consumption;2000;2.1039
Vanuatu;Food Household Consumption;2020;3.4618
Vanuatu;Food Transport;2000;5.1471
Vanuatu;Food Transport;2020;17.7847
Vanuatu;Energy;2000;92.984
Vanuatu;Energy;2020;170.1148
Vanuatu;IPPU;2000;3.689
Vanuatu;IPPU;2020;4.9467
Vanuatu;Waste;2000;59.6092
Vanuatu;Waste;2020;104.873
Vanuatu;Other;2000;1.2375
Vanuatu;Other;2020;1.9477
Venezuela (Bolivarian Republic of);Crop Residues;2000;156.7935
Venezuela (Bolivarian Republic of);Crop Residues;2020;110.5478
Venezuela (Bolivarian Republic of);Rice Cultivation;2000;975.1533
Venezuela (Bolivarian Republic of);Rice Cultivation;2020;863.4286
Venezuela (Bolivarian Republic of);Burning - Crop residues;2000;60.4774
Venezuela (Bolivarian Republic of);Burning - Crop residues;2020;51.3214
Venezuela (Bolivarian Republic of);Enteric Fermentation;2000;25101.1461
Venezuela (Bolivarian Republic of);Enteric Fermentation;2020;27232.2816
Venezuela (Bolivarian Republic of);Manure Management;2000;1036.0992
Venezuela (Bolivarian Republic of);Manure Management;2020;1139.8205
Venezuela (Bolivarian Republic of);Manure left on Pasture;2000;6391.6626
Venezuela (Bolivarian Republic of);Manure left on Pasture;2020;6757.4177
Venezuela (Bolivarian Republic of);Manure applied to Soils;2000;706.3221
Venezuela (Bolivarian Republic of);Manure applied to Soils;2020;902.9064
Venezuela (Bolivarian Republic of);Synthetic Fertilizers;2000;965.5938
Venezuela (Bolivarian Republic of);Synthetic Fertilizers;2020;785.1657
Venezuela (Bolivarian Republic of);Drained organic soils;2000;1130.4452
Venezuela (Bolivarian Republic of);Drained organic soils;2020;1702.0376
Venezuela (Bolivarian Republic of);Drained organic soils (CO2);2000;1084.1234
Venezuela (Bolivarian Republic of);Drained organic soils (CO2);2020;1632.041
Venezuela (Bolivarian Republic of);Drained organic soils (N2O);2000;46.3218
Venezuela (Bolivarian Republic of);Drained organic soils (N2O);2020;69.9966
Venezuela (Bolivarian Republic of);On-farm energy use;2000;494.2065
Venezuela (Bolivarian Republic of);On-farm energy use;2020;521.037
Venezuela (Bolivarian Republic of);Forestland;2000;1148.2689
Venezuela (Bolivarian Republic of);Forestland;2020;957.7691
Venezuela (Bolivarian Republic of);Net Forest conversion;2000;142261.2391
Venezuela (Bolivarian Republic of);Net Forest conversion;2020;39891.3821
Venezuela (Bolivarian Republic of);Savanna fires;2000;1085.3726
Venezuela (Bolivarian Republic of);Savanna fires;2020;3072.1186
Venezuela (Bolivarian Republic of);Fires in organic soils;2000;0
Venezuela (Bolivarian Republic of);Fires in organic soils;2020;0
Venezuela (Bolivarian Republic of);Forest fires;2000;1797.7613
Venezuela (Bolivarian Republic of);Forest fires;2020;888.0008
Venezuela (Bolivarian Republic of);Fires in humid tropical forests;2000;1414.8206
Venezuela (Bolivarian Republic of);Fires in humid tropical forests;2020;600.3308
Venezuela (Bolivarian Republic of);Agrifood Systems Waste Disposal;2000;1314.7393
Venezuela (Bolivarian Republic of);Agrifood Systems Waste Disposal;2020;1173.6491
Venezuela (Bolivarian Republic of);Fertilizers Manufacturing;2000;1780.6911
Venezuela (Bolivarian Republic of);Fertilizers Manufacturing;2020;4969.9691
Venezuela (Bolivarian Republic of);Pesticides Manufacturing;2000;70
Venezuela (Bolivarian Republic of);Pesticides Manufacturing;2020;89
Venezuela (Bolivarian Republic of);On-farm Electricity Use;2000;68.7026
Venezuela (Bolivarian Republic of);On-farm Electricity Use;2020;120.7814
Venezuela (Bolivarian Republic of);Food Packaging;2000;1182.3105
Venezuela (Bolivarian Republic of);Food Packaging;2020;643.018
Venezuela (Bolivarian Republic of);Food Retail;2000;1526.6424
Venezuela (Bolivarian Republic of);Food Retail;2020;4064.8804
Venezuela (Bolivarian Republic of);Food Household Consumption;2000;3180.7777
Venezuela (Bolivarian Republic of);Food Household Consumption;2020;2081.3607
Venezuela (Bolivarian Republic of);Food Transport;2000;3643.5625
Venezuela (Bolivarian Republic of);Food Transport;2020;2508.0194
Venezuela (Bolivarian Republic of);Energy;2000;180250.75
Venezuela (Bolivarian Republic of);Energy;2020;108652.6
Venezuela (Bolivarian Republic of);IPPU;2000;10789.662
Venezuela (Bolivarian Republic of);IPPU;2020;11889.2325
Venezuela (Bolivarian Republic of);Waste;2000;10801.99
Venezuela (Bolivarian Republic of);Waste;2020;14159
Venezuela (Bolivarian Republic of);Other;2000;628.05
Venezuela (Bolivarian Republic of);Other;2020;808.25
Viet Nam;Crop Residues;2000;2154.6747
Viet Nam;Crop Residues;2020;2604.8452
Viet Nam;Rice Cultivation;2000;37886.7258
Viet Nam;Rice Cultivation;2020;35694.0568
Viet Nam;Burning - Crop residues;2000;484.2285
Viet Nam;Burning - Crop residues;2020;473.8132
Viet Nam;Enteric Fermentation;2000;10639.3471
Viet Nam;Enteric Fermentation;2020;13000.7431
Viet Nam;Manure Management;2000;5383.4669
Viet Nam;Manure Management;2020;6470.3753
Viet Nam;Manure left on Pasture;2000;2085.8212
Viet Nam;Manure left on Pasture;2020;3083.1127
Viet Nam;Manure applied to Soils;2000;1267.3587
Viet Nam;Manure applied to Soils;2020;1841.0363
Viet Nam;Synthetic Fertilizers;2000;7327.4771
Viet Nam;Synthetic Fertilizers;2020;10010.7267
Viet Nam;Drained organic soils;2000;4099.9653
Viet Nam;Drained organic soils;2020;3988.8762
Viet Nam;Drained organic soils (CO2);2000;3939.6156
Viet Nam;Drained organic soils (CO2);2020;3832.8949
Viet Nam;Drained organic soils (N2O);2000;160.3497
Viet Nam;Drained organic soils (N2O);2020;155.9813
Viet Nam;On-farm energy use;2000;1251.7547
Viet Nam;On-farm energy use;2020;7638.46
Viet Nam;Forestland;2000;-77761.8027
Viet Nam;Forestland;2020;-17342.2622
Viet Nam;Net Forest conversion;2000;0
Viet Nam;Net Forest conversion;2020;0
Viet Nam;Savanna fires;2000;127.9772
Viet Nam;Savanna fires;2020;142.0985
Viet Nam;Fires in organic soils;2000;291.9196
Viet Nam;Fires in organic soils;2020;497.4654
Viet Nam;Forest fires;2000;1010.4832
Viet Nam;Forest fires;2020;584.6003
Viet Nam;Fires in humid tropical forests;2000;199.8799
Viet Nam;Fires in humid tropical forests;2020;206.396
Viet Nam;Agrifood Systems Waste Disposal;2000;7103.5397
Viet Nam;Agrifood Systems Waste Disposal;2020;8553.5312
Viet Nam;Fertilizers Manufacturing;2000;904.6185
Viet Nam;Fertilizers Manufacturing;2020;5654.5288
Viet Nam;Pesticides Manufacturing;2000;105
Viet Nam;Pesticides Manufacturing;2020;568
Viet Nam;On-farm Electricity Use;2000;289.6124
Viet Nam;On-farm Electricity Use;2020;4301.5104
Viet Nam;Food Processing;2020;14969.6733
Viet Nam;Food Packaging;2000;170.705
Viet Nam;Food Packaging;2020;2977.9596
Viet Nam;Food Retail;2000;1149.513
Viet Nam;Food Retail;2020;7784.4144
Viet Nam;Food Household Consumption;2000;2502.6371
Viet Nam;Food Household Consumption;2020;20662.1607
Viet Nam;Food Transport;2000;1168.1954
Viet Nam;Food Transport;2020;3658.1656
Viet Nam;Energy;2000;64301.4
Viet Nam;Energy;2020;249081.1
Viet Nam;IPPU;2000;5830.365
Viet Nam;IPPU;2020;57000.6059
Viet Nam;Waste;2000;15851.62
Viet Nam;Waste;2020;26112.95
Viet Nam;Other;2000;659.85
Viet Nam;Other;2020;1823.2
Wallis and Futuna Islands;Drained organic soils;2000;0
Wallis and Futuna Islands;Drained organic soils;2020;0
Wallis and Futuna Islands;Drained organic soils (CO2);2000;0
Wallis and Futuna Islands;Drained organic soils (CO2);2020;0
Wallis and Futuna Islands;Drained organic soils (N2O);2000;0
Wallis and Futuna Islands;Drained organic soils (N2O);2020;0
Wallis and Futuna Islands;On-farm energy use;2000;1.3311
Wallis and Futuna Islands;On-farm energy use;2020;1.0544
Wallis and Futuna Islands;Forestland;2000;-4.7947
Wallis and Futuna Islands;Forestland;2020;0
Wallis and Futuna Islands;Net Forest conversion;2000;5.7558
Wallis and Futuna Islands;Net Forest conversion;2020;0
Wallis and Futuna Islands;Savanna fires;2000;0
Wallis and Futuna Islands;Savanna fires;2020;0
Wallis and Futuna Islands;Fires in organic soils;2000;0
Wallis and Futuna Islands;Fires in organic soils;2020;0
Wallis and Futuna Islands;Forest fires;2000;0
Wallis and Futuna Islands;Forest fires;2020;0
Wallis and Futuna Islands;Fires in humid tropical forests;2000;0
Wallis and Futuna Islands;Fires in humid tropical forests;2020;0
Wallis and Futuna Islands;Food Transport;2000;1.0523
Wallis and Futuna Islands;Food Transport;2020;0.9194
Western Sahara;Drained organic soils;2000;0
Western Sahara;Drained organic soils;2020;0
Western Sahara;Drained organic soils (CO2);2000;0
Western Sahara;Drained organic soils (CO2);2020;0
Western Sahara;Drained organic soils (N2O);2000;0
Western Sahara;Drained organic soils (N2O);2020;0
Western Sahara;Forestland;2000;-607.889
Western Sahara;Forestland;2020;-104.5657
Western Sahara;Net Forest conversion;2000;0
Western Sahara;Net Forest conversion;2020;0
Western Sahara;Savanna fires;2000;0
Western Sahara;Savanna fires;2020;0
Western Sahara;Fires in organic soils;2000;0
Western Sahara;Fires in organic soils;2020;0
Western Sahara;Forest fires;2000;0
Western Sahara;Forest fires;2020;0
Western Sahara;Fires in humid tropical forests;2000;0
Western Sahara;Fires in humid tropical forests;2020;0
Yemen;Crop Residues;2000;55.7256
Yemen;Crop Residues;2020;42.7411
Yemen;Burning - Crop residues;2000;6.3231
Yemen;Burning - Crop residues;2020;5.6384
Yemen;Enteric Fermentation;2000;3556.14
Yemen;Enteric Fermentation;2020;5051.3555
Yemen;Manure Management;2000;166.1761
Yemen;Manure Management;2020;256.7221
Yemen;Manure left on Pasture;2000;1886.2907
Yemen;Manure left on Pasture;2020;2710.1936
Yemen;Manure applied to Soils;2000;37.7283
Yemen;Manure applied to Soils;2020;69.3978
Yemen;Synthetic Fertilizers;2000;82.2024
Yemen;Synthetic Fertilizers;2020;50.915
Yemen;Drained organic soils;2000;0
Yemen;Drained organic soils;2020;0
Yemen;Drained organic soils (CO2);2000;0
Yemen;Drained organic soils (CO2);2020;0
Yemen;Drained organic soils (N2O);2000;0
Yemen;Drained organic soils (N2O);2020;0
Yemen;On-farm energy use;2000;1494.8154
Yemen;On-farm energy use;2020;277.8026
Yemen;Forestland;2000;0
Yemen;Forestland;2020;0
Yemen;Net Forest conversion;2000;0
Yemen;Net Forest conversion;2020;0
Yemen;Savanna fires;2000;0
Yemen;Savanna fires;2020;0
Yemen;Fires in organic soils;2000;0
Yemen;Fires in organic soils;2020;0
Yemen;Forest fires;2000;0
Yemen;Forest fires;2020;0
Yemen;Fires in humid tropical forests;2000;0
Yemen;Fires in humid tropical forests;2020;0
Yemen;Agrifood Systems Waste Disposal;2000;2079.6604
Yemen;Agrifood Systems Waste Disposal;2020;3361.1612
Yemen;Pesticides Manufacturing;2000;42
Yemen;Pesticides Manufacturing;2020;2
Yemen;Food Retail;2000;521.7275
Yemen;Food Retail;2020;3888.3887
Yemen;Food Household Consumption;2000;909.0644
Yemen;Food Household Consumption;2020;1316.0689
Yemen;Food Transport;2000;519.6452
Yemen;Food Transport;2020;370.7984
Yemen;Energy;2000;21386.825
Yemen;Energy;2020;18384.9165
Yemen;IPPU;2000;1293.85
Yemen;IPPU;2020;1922.45
Yemen;Waste;2000;3838.395
Yemen;Waste;2020;7255.55
Yemen;Other;2000;109.18
Yemen;Other;2020;67.045
Zambia;Crop Residues;2000;67.3613
Zambia;Crop Residues;2020;205.7266
Zambia;Rice Cultivation;2000;24.1021
Zambia;Rice Cultivation;2020;48.5218
Zambia;Burning - Crop residues;2000;57.2668
Zambia;Burning - Crop residues;2020;130.6657
Zambia;Enteric Fermentation;2000;2583.6291
Zambia;Enteric Fermentation;2020;3841.2821
Zambia;Manure Management;2000;157.0356
Zambia;Manure Management;2020;319.8354
Zambia;Manure left on Pasture;2000;1268.3918
Zambia;Manure left on Pasture;2020;1902.358
Zambia;Manure applied to Soils;2000;58.5809
Zambia;Manure applied to Soils;2020;135.8311
Zambia;Synthetic Fertilizers;2000;44.1414
Zambia;Synthetic Fertilizers;2020;1057.9267
Zambia;Drained organic soils;2000;15261.6514
Zambia;Drained organic soils;2020;15301.1307
Zambia;Drained organic soils (CO2);2000;14527.3041
Zambia;Drained organic soils (CO2);2020;14566.6658
Zambia;Drained organic soils (N2O);2000;734.3473
Zambia;Drained organic soils (N2O);2020;734.4649
Zambia;On-farm energy use;2000;32.7818
Zambia;On-farm energy use;2020;114.3543
Zambia;Forestland;2000;0
Zambia;Forestland;2020;0
Zambia;Net Forest conversion;2000;3622.96
Zambia;Net Forest conversion;2020;19047.2568
Zambia;Savanna fires;2000;12681.5305
Zambia;Savanna fires;2020;13655.6268
Zambia;Fires in organic soils;2000;0
Zambia;Fires in organic soils;2020;0
Zambia;Forest fires;2000;4648.5764
Zambia;Forest fires;2020;21465.8081
Zambia;Fires in humid tropical forests;2000;4524.3022
Zambia;Fires in humid tropical forests;2020;19808.3477
Zambia;Agrifood Systems Waste Disposal;2000;1642.5662
Zambia;Agrifood Systems Waste Disposal;2020;2060.9529
Zambia;Pesticides Manufacturing;2000;15
Zambia;Pesticides Manufacturing;2020;75
Zambia;On-farm Electricity Use;2000;0.9418
Zambia;On-farm Electricity Use;2020;41.7491
Zambia;Food Packaging;2000;21.1927
Zambia;Food Packaging;2020;104.7042
Zambia;Food Retail;2000;4.2685
Zambia;Food Retail;2020;32.5606
Zambia;Food Household Consumption;2000;6.5012
Zambia;Food Household Consumption;2020;69.9292
Zambia;Food Transport;2000;88.2211
Zambia;Food Transport;2020;284.439
Zambia;Energy;2000;5099.715
Zambia;Energy;2020;11105.6
Zambia;IPPU;2000;639.9231
Zambia;IPPU;2020;1440.9758
